AC_YEAR,STATCD,STATNAME,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,TOTPOPULAT,P_URB_POP,POPULATION_0_6,GROWTHRATE,SEXRATIO,P_SC_POP,P_ST_POP,OVERALL_LI,FEMALE_LIT,MALE_LIT,AREA_SQKM,TOT_6_10_15,TOT_11_13_15,SCH1,SCH2,SCH3,SCH4,SCH5,SCH6,SCH7,SCH9,SCHTOT,SCH1G,SCH2G,SCH3G,SCH4G,SCH5G,SCH6G,SCH7G,SCH9G,SCHTOTG,SCH1P,SCH2P,SCH3P,SCH4P,SCH5P,SCH6P,SCH7P,SCH9P,SCHTOTP,SCH1M,SCH2M,SCH3M,SCH4M,SCH5M,SCH6M,SCH7M,SCH9M,SCHTOTM,SCH1GR,SCH2GR,SCH3GR,SCH4GR,SCH5GR,SCH6GR,SCH7GR,SCH9GR,SCHTOTGR,SCH1GA,SCH2GA,SCH3GA,SCH4GA,SCH5GA,SCH6GA,SCH7GA,SCH9GA,SCHTOTGA,SCH1PR,SCH2PR,SCH3PR,SCH4PR,SCH5PR,SCH6PR,SCH7PR,SCH9PR,SCHTOTPR,SCHBOY1,SCHBOY2,SCHBOY3,SCHBOY4,SCHBOY5,SCHBOY6,SCHBOY7,SCHBOY9,SCHBOYTOT,SCHGIR1,SCHGIR2,SCHGIR3,SCHGIR4,SCHGIR5,SCHGIR6,SCHGIR7,SCHGIR9,SCHGIRTOT,ENR1,ENR2,ENR3,ENR4,ENR5,ENR6,ENR7,ENR9,ENRTOT,ENR1G,ENR2G,ENR3G,ENR4G,ENR5G,ENR6G,ENR7G,ENR9G,ENRTOTG,ENR1P,ENR2P,ENR3P,ENR4P,ENR5P,ENR6P,ENR7P,ENR9P,ENRTOTP,ENR1M,ENR2M,ENR3M,ENR4M,ENR5M,ENR6M,ENR7M,ENR9M,ENRTOTM,ENR1GR,ENR2GR,ENR3GR,ENR4GR,ENR5GR,ENR6GR,ENR7GR,ENR9GR,ENRTOTGR,ENR1PR,ENR2PR,ENR3PR,ENR4PR,ENR5PR,ENR6PR,ENR7PR,ENR9PR,ENRTOTPR,TCH1G,TCH2G,TCH3G,TCH4G,TCH5G,TCH6G,TCH7G,TCH9G,TCHTOTG,TCH1P,TCH2P,TCH3P,TCH4P,TCH5P,TCH6P,TCH7P,TCH9P,TCHTOTP,TCH1M,TCH2M,TCH3M,TCH4M,TCH5M,TCH6M,TCH7M,TCH9M,TCHTOTM,SCLS1,SCLS2,SCLS3,SCLS4,SCLS5,SCLS6,SCLS7,SCLSTOT,STCH1,STCH2,STCH3,STCH4,STCH5,STCH6,STCH7,STCHTOT,ROAD1,ROAD2,ROAD3,ROAD4,ROAD5,ROAD6,ROAD7,ROADTOT,SPLAY1,SPLAY2,SPLAY3,SPLAY4,SPLAY5,SPLAY6,SPLAY7,SPLAYTOT,SBNDR1,SBNDR2,SBNDR3,SBNDR4,SBNDR5,SBNDR6,SBNDR7,SBNDRTOT,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL4,SGTOIL5,SGTOIL6,SGTOIL7,SGTOILTOT,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL4,SBTOIL5,SBTOIL6,SBTOIL7,SBTOILTOT,SWAT1,SWAT2,SWAT3,SWAT4,SWAT5,SWAT6,SWAT7,SWATTOT,SELE1,SELE2,SELE3,SELE4,SELE5,SELE6,SELE7,SELETOT,SCOMP1,SCOMP2,SCOMP3,SCOMP4,SCOMP5,SCOMP6,SCOMP7,SCOMPTOT,SRAM1,SRAM2,SRAM3,SRAM4,SRAM5,SRAM6,SRAM7,SRAMTOT,SRAMN1,SRAMN2,SRAMN3,SRAMN4,SRAMN5,SRAMN6,SRAMN7,SRAMNTOT,ESTD1,ESTD2,ESTD3,ESTD4,ESTD5,ESTD6,ESTD7,ESTDTOT,MDM1,MDM2,MDM3,MDM4,MDM5,MDM6,MDM7,MDMTOT,KIT1,KIT2,KIT3,KIT4,KIT5,KIT6,KIT7,KITTOT,KITS1,KITS2,KITS3,KITS4,KITS5,KITS6,KITS7,KITSTOT,ENR501,ENR502,ENR503,ENR504,ENR505,ENR506,ENR507,ENR50TOT,SMC1,SMC2,SMC3,SMC4,SMC5,SMC6,SMC7,SMCTOT,CLS1,CLS2,CLS3,CLS4,CLS5,CLS6,CLS7,CLSTOT,TCH1,TCH2,TCH3,TCH4,TCH5,TCH6,TCH7,TCHTOT,TCHF1,TCHF2,TCHF3,TCHF4,TCHF5,TCHF6,TCHF7,TCHF9,TCHFTOT,TCHM1,TCHM2,TCHM3,TCHM4,TCHM5,TCHM6,TCHM7,ENRG1,ENRG2,ENRG3,ENRG4,ENRG5,ENRG6,ENRG7,ENRGTOT,PREP,PRESTD,PPFTCH,PPMTCH,PMTCH,PFTCH,PGRMTCH,PGRFTCH,GRMTCH,GRFTCH,PGCMTCH,PGCFTCH,PCMTCH,PCFTCH,TCHSCM1,TCHSCM2,TCHSCM3,TCHSCM4,TCHSCM5,TCHSCM6,TCHSCM7,TCHSCF1,TCHSCF2,TCHSCF3,TCHSCF4,TCHSCF5,TCHSCF6,TCHSCF7,TCHSTM1,TCHSTM2,TCHSTM3,TCHSTM4,TCHSTM5,TCHSTM6,TCHSTM7,TCHSTF1,TCHSTF2,TCHSTF3,TCHSTF4,TCHSTF5,TCHSTF6,TCHSTF7,TCHOBCM1,TCHOBCM2,TCHOBCM3,TCHOBCM4,TCHOBCM5,TCHOBCM6,TCHOBCM7,TCHOBCF1,TCHOBCF2,TCHOBCF3,TCHOBCF4,TCHOBCF5,TCHOBCF6,TCHOBCF7,TCH_TRNRM1,TCH_TRNRM2,TCH_TRNRM3,TCH_TRNRM4,TCH_TRNRM5,TCH_TRNRM6,TCH_TRNRM7,TCH_TRNRF1,TCH_TRNRF2,TCH_TRNRF3,TCH_TRNRF4,TCH_TRNRF5,TCH_TRNRF6,TCH_TRNRF7,C1_B,C2_B,C3_B,C4_B,C5_B,C6_B,C7_B,C8_B,C9_B,C1_G,C2_G,C3_G,C4_G,C5_G,C6_G,C7_G,C8_G,C9_G,C15A,C68A,C1_BD,C2_BD,C3_BD,C4_BD,C5_BD,C6_BD,C7_BD,C8_BD,C1_GD,C2_GD,C3_GD,C4_GD,C5_GD,C6_GD,C7_GD,C8_GD,C1_BR,C2_BR,C3_BR,C4_BR,C5_BR,C6_BR,C7_BR,C8_BR,C9_BR,C1_GR,C2_GR,C3_GR,C4_GR,C5_GR,C6_GR,C7_GR,C8_GR,C9_GR,SCPTOT,SCPTOT_G,SCUTOT,SCUTOT_G,STPTOT,STPTOT_G,STUTOT,STUTOT_G,OBPTOT,OBUTOT,OBPTOT_G,OBUTOT_G,MUPTOT,MUUTOT,MUPTOT_G,MUUTOT_G,BLC1,LVC1,HEC1,SPC1,LOC1,MEC1,LEC1,CPC1,AUC1,MUC1,BLC2,LVC2,HEC2,SPC2,LOC2,MEC2,LEC2,CPC2,AUC2,MUC2,BLC3,LVC3,HEC3,SPC3,LOC3,MEC3,LEC3,CPC3,AUC3,MUC3,BLC4,LVC4,HEC4,SPC4,LOC4,MEC4,LEC4,CPC4,AUC4,MUC4,BLC5,LVC5,HEC5,SPC5,LOC5,MEC5,LEC5,CPC5,AUC5,MUC5,BLC6,LVC6,HEC6,SPC6,LOC6,MEC6,LEC6,CPC6,AUC6,MUC6,BLC7,LVC7,HEC7,SPC7,LOC7,MEC7,LEC7,CPC7,AUC7,MUC7,BLC8,LVC8,HEC8,SPC8,LOC8,MEC8,LEC8,CPC8,AUC8,MUC8,TOTCLGD1G,TOTCLGD2G,TOTCLGD3G,TOTCLGD4G,TOTCLGD5G,TOTCLGD6G,TOTCLGD7G,TOTCLMI1G,TOTCLMI2G,TOTCLMI3G,TOTCLMI4G,TOTCLMI5G,TOTCLMI6G,TOTCLMI7G,TOTCLMJ1G,TOTCLMJ2G,TOTCLMJ3G,TOTCLMJ4G,TOTCLMJ5G,TOTCLMJ6G,TOTCLMJ7G,TOTCLOT1G,TOTCLOT2G,TOTCLOT3G,TOTCLOT4G,TOTCLOT5G,TOTCLOT6G,TOTCLOT7G,TCHBS1,TCHBS2,TCHBS3,TCHBS4,TCHBS5,TCHBS6,TCHBS7,TCHSEC1,TCHSEC2,TCHSEC3,TCHSEC4,TCHSEC5,TCHSEC6,TCHSEC7,TCHHS1,TCHHS2,TCHHS3,TCHHS4,TCHHS5,TCHHS6,TCHHS7,TCHGD1,TCHGD2,TCHGD3,TCHGD4,TCHGD5,TCHGD6,TCHGD7,TCHPG1,TCHPG2,TCHPG3,TCHPG4,TCHPG5,TCHPG6,TCHPG7,TCHMD1,TCHMD2,TCHMD3,TCHMD4,TCHMD5,TCHMD6,TCHMD7,TCHPD1,TCHPD2,TCHPD3,TCHPD4,TCHPD5,TCHPD6,TCHPD7,TCHNR1,TCHNR2,TCHNR3,TCHNR4,TCHNR5,TCHNR6,TCHNR7,TCHCON1,TCHCON2,TCHCON3,TCHCON4,TCHCON5,TCHCON67,TCHCON8,TCHCON9,TCHM1,TCHM2,TCHM3,TCHM4,TCHM5,TCHM6,TCHM7,TCHF1,TCHF2,TCHF3,TCHF4,TCHF5,TCHF6,TCHF7,TCHN1,TCHN2,TCHN3,TCHN4,TCHN5,TCHN6,TCHN7,TCHCM1,TCHCM2,TCHCM3,TCHCM4,TCHCM5,TCHCM6,TCHCM7,TCHCF1,TCHCF2,TCHCF3,TCHCF4,TCHCF5,TCHCF6,TCHCF7,TCHCN1,TCHCN2,TCHCN3,TCHCN4,TCHCN5,TCHCN6,TCHCN7,TLM_R1,TLM_R2,TLM_R3,TLM_R4,TLM_R5,TLM_R6,TLM_R7,CONTI_R1,CONTI_R2,CONTI_R3,CONTI_R4,CONTI_R5,CONTI_R6,CONTI_R7,TLME,TLMR,CONTIE,CONTIR,PIDAY30,PIDAYSCH,UIDAY35,UIDAYSCH,M1,M2,M3,M4,M5,ENRE11,ENRE12,ENRE13,ENRE14,ENRE15,ENRE16,ENRE17,ENRE21,ENRE22,ENRE23,ENRE24,ENRE25,ENRE26,ENRE27,ENRE31,ENRE32,ENRE33,ENRE34,ENRE35,ENRE36,ENRE37,ENRE41,ENRE42,ENRE43,ENRE44,ENRE45,ENRE46,ENRE47,ENRE51,ENRE52,ENRE53,ENRE54,ENRE55,ENRE56,ENRE57,PTXT_ALL,PTXT_SC,PTXT_ST,PUNI_ALL,PUNI_SC,PUNI_ST,UTXT_ALL,UTXT_SC,UTXT_ST,UUNI_ALL,UUNI_SC,UUNI_ST,TCH_5556M,TCH_5556F,TCH_5556T,TCH_5758M,TCH_5758F,TCH_5758T,TCH_5960M,TCH_5960F,TCH_5960T,PPTR30,UPTR35,PSCR30,USCR35,NOTCH_ASS,TCHINV,TOTCLS1G,TOTCLS2G,TOTCLS3G,TOTCLS4G,TOTCLS5G,TOTCLS6G,TOTCLS7G
2015-16,01,JAMMU & KASHMIR,22,201,7263,1628,12549,20.05,16.01,23.71,883,7.4,11.9,68.74,58.01,78.26,222236,1452682,865656,14604,10153,486,133,95,2693,414,0,28578,13166,8026,98,133,92,1401,413,0,23329,1436,2127,388,0,3,1292,1,0,5247,2,0,0,0,0,0,0,0,2,12447,7446,80,117,88,1275,376,0,21829,13166,8026,98,133,92,1401,413,0,23329,1222,1631,184,0,2,737,0,0,3776,14472,10034,477,35,93,2639,378,0,28128,14536,10067,480,127,92,2680,391,0,28373,405631,815729,180423,5451,6475,426827,16240,0,1856776,327088,524018,22658,5451,6044,123294,16090,0,1024643,78487,291711,157765,0,431,303533,150,0,832077,56,0,0,0,0,0,0,0,56,312559,487943,13789,4823,5829,111733,14763,0,951439,63106,222604,62509,0,62,166908,0,0,515189,26992,45716,2108,821,1850,15940,5262,0,98689,8376,21199,8898,0,28,20641,6,0,59148,10,0,0,0,0,0,0,0,10,1969,113,5,2,6,11,8,2114,1709,35,0,1,0,0,0,1745,10772,8406,469,124,86,2386,391,22634,3195,4518,452,44,75,2080,240,10604,3011,4072,435,61,63,1806,262,9710,13323,9863,479,125,92,2662,390,26934,12721,9624,471,34,91,2574,372,25887,13097,9521,484,126,92,2641,401,26362,2142,2910,472,59,90,2117,288,8078,601,2094,438,15,72,1545,151,4916,1049,1804,68,11,38,590,186,3746,1988,2716,102,26,41,846,237,5956,10682,2138,63,110,6,211,3,13213,13147,8006,75,104,77,1391,401,23201,7150,6229,65,56,57,1207,310,15074,11917,7743,74,97,76,1377,390,21674,13144,3555,32,111,52,365,301,17560,13014,7970,88,133,84,1378,411,23078,41171,62474,7878,564,495,24326,2001,138909,35378,66915,11006,821,1878,36581,5268,157847,14731,28202,6938,707,600,18085,1590,0,70853,20647,38713,4068,114,1278,18496,3678,201825,395417,78574,4590,2450,195609,7734,886199,16778,332697,14872,10548,24692,34456,30674,21326,53501,31292,3523,2977,8795,5101,972,1464,236,0,110,822,77,825,1338,240,4,43,787,33,2816,4268,229,7,85,1556,391,1251,2214,124,92,20,783,115,2338,3265,133,11,69,995,298,1065,1175,185,35,29,538,62,808,939,10,2,8,328,158,347,416,1,30,2,108,44,156602,129759,125487,122532,117644,109777,105242,103534,96707,143926,117978,114864,112619,107642,100578,95389,93203,84336,1051588,485074,2219,1918,2105,2179,1957,1551,1493,1373,1440,1240,1478,1477,1383,1169,1058,1046,621,240,215,174,158,347,333,820,1783,535,190,173,143,141,255,214,514,1258,99401,46660,53737,25214,210217,100340,82340,38812,105887,49772,51811,24444,843527,391713,410185,190592,51,801,232,611,621,424,395,72,34,418,24,730,240,488,540,353,405,42,17,319,33,840,271,559,595,372,440,48,29,396,13,898,303,540,637,338,479,41,21,386,27,961,249,475,543,312,402,23,21,327,33,878,214,332,439,253,336,27,20,188,21,851,204,294,431,215,321,15,21,178,27,848,187,274,409,184,276,21,23,170,31033,45669,7705,422,392,20809,1404,7311,11554,125,120,66,2464,451,2836,5264,57,22,37,1061,147,2782,5897,1862,122,279,4282,737,0,0,0,0,0,0,0,971,2062,132,3,8,734,60,8480,10730,464,59,39,3506,209,10901,27689,4733,152,407,17774,2236,6559,17231,4813,167,1272,12297,2597,139,424,161,7,75,372,101,1,3,6,0,1,4,0,0,0,0,0,0,0,0,0,325,5722,8402,5698,121,0,0,15542,33227,3783,110,1227,17570,3646,11509,24912,6526,278,575,17117,1557,0,0,0,0,0,0,0,5105,5486,285,4,51,926,32,3222,3290,412,429,25,968,33,0,0,0,0,0,0,0,1853,1200,10,7,7,157,11,4607,3420,14,14,9,397,51,5795529,6281312,52556004,63517779,5657264,27916,2840329,13972,19,4,0,0,0,405631,815627,180423,5451,6244,426827,16238,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665604,61070,167781,486933,44904,123864,321576,34985,65079,229227,25588,47051,1933,1428,3361,816,530,1346,75,22,97,915,61,2173,1014,20491,1946,41171,62474,7878,564,495,24326,2001
2015-16,02,HIMACHAL PRADESH,12,124,10120,2243,6857,8.69,11.14,12.81,974,25.2,5.7,83.78,76.6,90.83,55673,588162,354221,11327,798,565,2132,1634,684,884,0,18024,10716,5,24,2131,1623,7,880,0,15386,610,793,541,1,11,677,4,0,2637,1,0,0,0,0,0,0,0,1,10499,2,15,2094,1536,3,865,0,15014,10716,5,24,2131,1623,7,880,0,15386,557,724,403,1,7,562,4,0,2258,11314,798,562,2126,1594,684,874,0,17952,11311,798,563,2131,1613,681,884,0,17981,346078,67356,180518,65608,133555,110617,47034,0,950766,323802,683,9412,65560,132782,1779,46377,0,580395,22242,66673,171106,48,773,108838,657,0,370337,34,0,0,0,0,0,0,0,34,310000,156,5327,63798,121934,685,45530,0,547430,19167,59023,110528,48,322,87954,657,0,277699,25002,47,605,7562,26967,91,6064,0,66338,2875,6859,10323,6,212,8203,46,0,28524,3,0,0,0,0,0,0,0,3,293,1,2,196,24,1,23,540,1347,1,0,128,0,0,0,1476,8960,773,562,1715,1490,669,760,14929,9449,768,550,1661,1558,667,803,15456,7283,545,486,1326,1230,511,635,12016,11294,798,563,2116,1613,681,884,17949,11278,796,562,2110,1594,684,874,17898,11314,798,565,2120,1634,684,884,17999,10097,787,564,1788,1624,682,859,16401,534,643,541,399,1441,649,473,4680,6966,82,77,1201,1132,71,628,10157,7618,239,156,1350,1194,194,670,11421,973,610,212,1238,83,349,173,3638,10709,1,1,2127,1613,0,880,15331,10081,0,0,1788,1550,0,849,14268,10626,1,0,2012,1604,0,874,15117,9730,241,25,1846,430,62,496,12830,10712,3,17,2121,1613,2,880,15348,38307,6930,6909,6498,5445,6151,2717,72957,27880,6906,10928,7568,27179,8294,6110,94865,12503,4951,7619,1958,9973,5790,2070,0,44864,15377,1955,3309,5610,17206,2504,4040,174209,29343,77429,33110,67009,47972,23645,452717,2176,95005,18855,7621,8085,20439,28487,16735,29235,17056,11968,6978,12680,7367,3282,306,377,1015,2838,409,717,1647,594,519,270,1394,600,360,1411,93,133,427,1095,119,306,895,218,246,173,717,266,167,1651,213,319,694,1935,335,545,1118,549,516,219,925,739,261,5718,1,6,703,995,6,459,3860,10,9,214,444,11,205,61885,60505,59552,59349,62646,64356,65577,64179,67976,56914,56249,54495,53153,56365,58336,59576,57629,58574,482882,285009,567,568,644,749,907,752,858,798,362,390,509,507,593,561,580,548,198,152,124,107,118,215,202,210,4424,171,126,148,88,136,154,189,195,2690,157139,76881,103876,50605,31585,15324,20759,10164,75570,50520,35719,23895,11765,6900,5638,3243,14,94,59,143,149,149,136,39,7,139,12,95,44,136,138,184,213,19,6,111,20,123,67,131,151,221,285,34,8,113,15,133,62,130,182,252,318,33,12,119,12,192,62,129,230,344,356,29,14,132,11,271,104,110,188,277,232,27,4,89,14,336,86,112,211,304,271,13,9,82,15,316,82,106,191,284,252,13,11,76,26122,6756,6828,5136,3864,6063,1934,6775,150,75,999,1081,78,568,5409,24,10,362,516,14,220,5379,891,2364,1684,4165,1650,1122,5,0,0,1,0,0,1,7047,185,180,873,997,154,440,4007,459,362,343,483,444,185,6682,1841,2576,1447,3584,2327,1259,4118,1515,4510,1425,11439,2108,1630,159,60,291,78,1234,77,112,5,2,1,0,5,8,0,0,0,0,0,0,0,0,0,1287,3045,10480,14407,983,4,0,12176,1117,2424,3122,11440,1488,2546,9847,2945,5496,1045,6302,3630,1081,0,0,0,0,0,0,0,3201,838,885,2488,5766,1016,1494,2656,2006,2123,913,3671,2160,989,0,0,0,0,0,0,0,86,0,0,16,20,0,14,10307,2,2,1925,1486,1,807,1162772,1445819,79763360,82005326,3127195,13360,1565340,6678,4,19,99,0,0,323398,11569,18028,64777,125018,17907,45345,22433,55629,162490,772,8323,92634,1600,247,158,0,19,214,76,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329673,122825,20439,319435,119118,19561,300370,113339,22577,332815,116201,23289,1316,918,2234,85,94,179,14,14,28,521,386,442,652,36054,3053,38307,6930,6909,6498,5445,6151,2717
2015-16,03,PUNJAB,22,146,13197,1780,27704,29.82,10.62,13.73,893,31.9,0,76.68,71.34,81.48,50362,2447062,1498066,14371,2582,2593,2864,1754,2743,1869,0,28776,13250,328,309,2858,1631,283,1829,0,20488,921,1916,2039,6,122,2124,35,0,7163,200,338,245,0,1,336,5,0,1125,11885,130,150,2670,1339,129,1702,0,18005,13315,358,490,2862,1734,337,1860,0,20956,545,1088,1048,4,51,1075,20,0,3831,14256,2577,2575,2840,1553,2739,1787,0,28327,14263,2582,2589,2857,1659,2740,1841,0,28531,1111145,314849,1121508,204828,299041,671122,239946,0,3962439,1035263,50345,179727,204332,281654,85250,235753,0,2072324,62430,226134,836764,496,17384,504421,3881,0,1651510,13452,38370,105017,0,3,81451,312,0,238605,839268,19317,63902,182165,209294,37406,208753,0,1560105,30519,121031,363194,379,5810,232357,1913,0,755203,41845,3370,10739,12137,35131,4626,20186,0,128034,5011,17363,52437,21,1452,29954,187,0,106425,1248,3196,6567,0,5,4958,37,0,16011,435,4,0,46,30,2,45,562,1430,3,2,139,1,0,8,1583,14317,2551,2581,2858,1751,2725,1867,28650,13952,2338,2540,2831,1741,2604,1847,27853,14135,2528,2568,2814,1742,2700,1830,28317,14237,2570,2588,2853,1654,2739,1841,28482,14202,2557,2566,2827,1548,2733,1783,28216,14369,2580,2593,2864,1754,2742,1869,28771,14361,2575,2592,2864,1754,2742,1869,28757,1326,2251,2558,2720,1750,2665,1866,15136,2275,329,363,549,454,359,462,4791,2488,435,482,593,487,515,490,5490,1071,1396,913,1149,49,1107,116,5801,13195,42,187,2860,1701,60,1856,19901,12020,28,113,2574,1565,38,1704,18042,12352,33,144,2660,1593,49,1734,18565,6692,559,61,977,50,141,118,8598,13156,120,286,2861,1721,121,1860,20125,56222,23531,42532,9244,8406,30835,7218,177988,48104,23929,69743,12158,36588,39538,20410,250470,32913,20775,57114,6881,21647,33952,11718,0,185000,15191,3154,12629,5277,14941,5586,8692,537759,135915,470503,96086,144666,289141,113094,1787164,6946,636163,74361,15408,17509,88916,38081,54079,38129,54222,7477,25365,7765,27918,4806,447,1198,1410,3423,753,2180,7558,2669,3354,1606,3792,3577,2395,1,0,10,0,5,3,4,14,19,37,2,5,18,1,2394,456,1109,859,2261,642,1457,4437,2194,3491,949,2269,3157,1452,10899,14,35,938,2215,13,3043,19460,85,205,1084,3558,100,3987,277323,271892,265625,269057,275450,281125,269871,264932,260047,232771,227494,220161,223438,225372,229697,219214,209017,195256,2058074,1336943,4797,5198,6834,7302,7630,5958,5831,4937,3023,3450,4433,4772,5026,4977,5944,5468,454,453,362,428,377,318,323,315,8720,395,334,312,291,270,203,177,144,3367,927440,438074,575420,267375,370,168,137,69,358850,223184,166105,102346,61021,27735,28306,13008,93,865,682,882,648,2674,702,437,45,792,61,1382,541,1120,763,2591,1340,304,31,515,86,1825,688,1245,936,3487,1917,401,35,647,68,2497,731,1178,1006,3568,2039,315,35,637,65,3243,659,1029,1101,3569,2033,319,41,597,56,5621,551,599,956,1799,934,155,23,241,40,7754,370,521,895,1183,708,109,13,182,29,7130,339,386,814,786,674,90,10,147,47724,23363,42427,7934,7332,30644,6382,5251,148,94,880,583,171,497,3268,26,38,428,497,27,345,5256,3107,10838,1449,1877,5719,1492,350,82,89,68,24,67,36,3230,511,569,1094,809,503,639,4194,1366,1460,769,1002,1674,628,10553,4652,13694,2356,6606,8482,5066,17068,2780,19148,4219,21088,6842,9003,648,80,924,185,1322,216,370,2,0,9,0,5,1,1,0,0,0,0,0,0,0,104,2106,7379,37767,46747,1876,7,0,13067,1090,6220,4214,13186,2251,7208,22978,8381,29673,4477,17670,15534,8535,0,0,0,0,0,0,0,2124,2064,6409,1063,1755,3335,1484,9935,12394,27441,2404,3977,18418,3183,0,0,0,0,0,0,0,11,2,4,768,546,4,532,12891,15,86,2803,1573,25,1773,1774553,1794114,111438979,113604565,5242312,22230,3397097,14373,13,19,4,99,18,1057781,84272,146042,204218,284180,125797,238059,36340,186402,902758,161,9713,480774,554,16564,43770,72392,144,4910,62874,1333,138,16,316,305,238,1543,0,322,389,0,0,0,89,0,1168711,755477,1043,1002514,717693,983,911360,582104,1374,637313,450571,1091,2321,4034,6355,1479,2277,3756,260,455,715,3687,1241,3668,2754,88618,14200,56222,23531,42532,9244,8406,30835,7218
2015-16,04,CHANDIGARH,1,20,84,20,1055,97.25,11.18,17.1,818,18.9,0,86.43,81.38,90.54,114,114473,67721,12,29,85,0,5,70,0,0,201,7,12,42,0,2,52,0,0,115,4,12,43,0,3,18,0,0,80,1,5,0,0,0,0,0,0,6,0,3,8,0,0,5,0,0,16,7,12,47,0,3,53,0,0,122,0,0,1,0,0,0,0,0,1,12,29,82,0,5,70,0,0,198,12,29,84,0,5,70,0,0,200,3437,12866,81983,0,1234,58401,0,0,157921,1794,9361,41885,0,278,48566,0,0,101884,1615,2536,40098,0,956,9835,0,0,55040,28,969,0,0,0,0,0,0,997,0,1755,9257,0,0,6857,0,0,17869,0,0,386,0,0,0,0,0,386,73,352,2828,0,57,2127,0,0,5437,104,172,2651,0,177,697,0,0,3801,5,66,0,0,0,0,0,0,71,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12,29,85,0,5,70,0,201,7,25,83,0,5,67,0,187,12,29,85,0,5,70,0,201,12,29,84,0,5,70,0,200,12,29,82,0,5,70,0,198,12,29,85,0,5,70,0,201,12,29,85,0,5,70,0,201,6,27,85,0,5,67,0,190,4,10,44,0,2,34,0,94,4,12,47,0,2,41,0,106,3,9,10,0,1,14,0,37,7,12,43,0,2,52,0,116,0,0,5,0,0,2,0,7,0,0,5,0,0,2,0,7,1,0,0,0,0,0,0,1,7,12,46,0,3,52,0,120,135,419,2066,0,36,1398,0,4054,182,590,5479,0,234,2824,0,9309,154,440,4456,0,179,2116,0,0,7345,28,150,1023,0,55,708,0,1565,6026,37830,0,467,27242,0,73130,184,21243,3371,377,390,3411,1028,2551,1035,2564,520,1292,525,1313,4,31,136,0,1,136,0,9,43,254,0,1,191,0,0,0,7,0,0,5,0,1,1,34,0,0,7,0,7,49,176,0,1,180,0,8,33,185,0,1,198,0,13,27,66,0,0,109,0,34,59,192,0,0,307,0,8298,9362,10055,10824,11119,11623,11703,11807,12842,7390,8420,9019,9159,9584,10019,10051,9488,9737,82686,50549,63,131,220,288,365,401,459,434,38,94,108,174,248,272,340,274,25,24,31,18,17,21,20,18,1100,16,17,19,22,10,8,14,5,463,7758,3514,7315,3366,143,65,91,39,1550,1491,744,727,5300,3661,2433,1714,15,23,4,20,6,12,9,5,3,4,14,58,17,47,10,51,18,4,1,5,15,71,11,98,13,50,49,10,4,7,10,104,25,98,25,75,102,11,6,6,14,182,18,105,31,82,148,15,0,18,10,261,15,119,31,61,152,7,4,13,14,333,33,122,35,68,169,14,3,8,15,307,24,142,35,36,132,8,2,7,133,390,1990,0,36,1337,0,0,29,64,0,0,56,0,2,0,12,0,0,5,0,27,83,537,0,57,322,0,0,0,0,0,0,0,0,5,11,38,0,3,42,0,9,10,76,0,0,45,0,79,131,1071,0,24,622,0,55,186,2777,0,137,1201,0,5,11,280,0,26,97,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,6,16,669,1549,123,0,0,17,99,726,0,42,480,0,136,250,3518,0,148,1528,0,0,0,0,0,0,0,0,11,51,297,0,13,228,0,18,190,938,0,31,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,33,0,1,45,0,0,0,993565,1097500,43314,194,41961,187,19,4,13,16,0,1660,5661,66435,0,996,30407,0,1777,7181,15548,0,238,27662,0,0,0,0,0,0,302,0,0,24,0,0,0,30,0,0,0,0,0,0,0,0,59945,6520,46,57242,6330,34,44236,6456,25,42094,6330,27,43,275,318,37,143,180,7,24,31,0,0,147,117,1994,218,135,419,2066,0,36,1398,0
